Year,Quarter,Geography,Total Telehealth Eligible Users,Total Medicare Part B Enrollment,Total Telehealth Users,Pct_Telehealth,Real_GDP,Total_Population,Total_Male_Population%,Total_Female_Population%,Population_Under5%,Population5_17%,Population18_24%,Population25_34%,Population35_44%,Population45_54%,Population55_64%,Population65_74%,Population_Over75%,Less_Than_High_School_Diploma%,High_School_Graduate%,Some_College_or_Associate Degree%,Bachelor_Degree%,Graduate_Or_Professional_Degree%,UnemploymentRate%,Private_Health_Insurance%,Public_Health_Insurance_Coverage%,No_Health_Insurance_Coverage%,Povery_Rate%,White,Black,Hispanic,Asian,American Indian or Alaska Native,Multiple Races
2021,2,Wisconsin,383790.0,544450.0,54415.0,0.1418,334514.0,5895908,50.1,49.9,5.3,16.3,9.2,12.5,12.7,11.9,14.1,11.0,6.9,6.7,30.0,30.8,21.5,11.0,3.5,73.5,35.1,5.4,10.8,0.793,0.058,0.075,0.03,0.005,0.039
2021,2,Wyoming,69630.0,100793.0,6829.0,0.0981,37131.8,578803,51.1,48.9,5.2,17.5,9.0,12.2,13.8,11.3,13.0,11.5,6.5,6.4,27.3,37.1,18.5,10.7,3.7,71.8,30.1,12.2,11.4,0.813,0.009,0.106,0.007,0.017,0.048
2021,3,Alabama,357243.0,454672.33333,41519.0,0.1162,233726.6,5039877,48.5,51.5,5.8,16.5,9.3,12.6,12.7,12.3,13.4,10.7,6.9,12.1,31.3,29.2,16.6,10.9,5.3,66.4,37.3,9.9,16.1,0.644,0.255,0.047,0.013,0.004,0.037
2021,3,Alaska,60367.0,94065.666667,10897.0,0.1805,51454.1,732673,52.3,47.7,6.3,18.2,9.2,15.3,14.1,11.3,12.2,9.2,4.2,6.7,27.9,32.6,20.9,11.9,7.0,64.2,37.6,11.4,10.5,0.579,0.026,0.067,0.07,0.138,0.105
2021,3,Arizona,496977.0,664226.0,88855.0,0.1788,395035.9,7276316,49.9,50.1,5.5,16.7,9.4,13.8,12.6,11.7,12.1,10.8,7.6,11.0,23.5,33.1,19.8,12.6,5.8,63.2,39.0,10.7,12.8,0.521,0.041,0.324,0.033,0.033,0.047
2021,3,Arkansas,299155.0,384422.0,36034.0,0.1205,137463.6,3025891,49.4,50.6,5.9,17.3,9.4,12.7,12.7,11.8,12.8,10.4,7.0,11.3,34.1,29.3,15.9,9.4,5.5,59.0,44.4,9.2,16.3,0.683,0.144,0.083,0.014,0.004,0.068
2021,3,California,2105879.0,2887377.6667,617381.0,0.2932,3154188.6,39237836,50.0,50.0,5.6,16.7,9.1,14.9,13.8,12.6,12.2,9.1,6.1,15.6,20.7,27.5,22.1,14.0,8.3,63.7,39.3,7.0,12.3,0.342,0.051,0.403,0.151,0.002,0.047
2021,3,Colorado,317532.0,441947.66667,46738.0,0.1472,406451.9,5812069,50.6,49.4,5.3,16.1,9.0,15.5,14.6,12.2,12.1,9.6,5.5,7.6,20.1,27.9,27.4,17.0,5.3,70.1,33.3,8.0,9.7,0.653,0.036,0.222,0.031,0.003,0.053
2021,3,Connecticut,238828.0,297441.66667,42430.0,0.1777,269838.7,3605597,49.0,51.0,4.9,15.2,9.5,12.5,12.5,12.8,14.4,10.5,7.5,8.9,25.5,23.5,23.2,18.9,6.7,69.2,37.7,5.2,10.1,0.628,0.097,0.178,0.047,0.001,0.049
2021,3,Delaware,125888.0,155232.33333,24483.0,0.1945,74657.1,1003384,48.4,51.6,5.3,15.5,8.3,12.8,12.2,11.5,14.3,12.5,7.6,8.6,28.3,27.4,20.6,15.0,5.6,71.2,40.1,5.7,11.6,0.595,0.203,0.102,0.041,0.004,0.057
2021,3,District of Columbia,40244.0,55190.333333,10237.0,0.2544,143141.4,670050,47.6,52.4,6.1,12.7,9.8,21.8,16.6,10.5,9.9,7.5,5.2,7.2,14.8,14.9,25.2,37.8,8.2,71.9,34.5,3.7,16.5,0.359,0.431,0.115,0.038,0.004,0.055
2021,3,Florida,1664898.0,2064253.0,269013.0,0.1616,1170526.3,21781128,49.2,50.8,5.0,14.7,7.9,12.6,12.5,12.5,13.7,11.9,9.2,10.2,27.7,29.0,20.6,12.6,5.6,63.1,37.4,12.1,13.1,0.512,0.144,0.27,0.028,0.001,0.046
2021,3,Georgia,644499.0,824034.66667,85648.0,0.1329,643013.8,10799566,48.8,51.2,5.8,17.6,9.7,13.6,13.4,13.0,12.4,9.2,5.5,11.0,26.7,27.7,20.9,13.7,5.5,66.1,32.4,12.6,14.0,0.503,0.303,0.1,0.043,0.002,0.048
2021,3,Hawaii,77958.0,108857.66667,21609.0,0.2772,84408.5,1441553,50.3,49.7,5.6,15.5,8.0,13.7,13.2,11.7,12.6,11.3,8.3,7.1,26.3,31.3,22.2,13.1,7.7,74.5,39.8,3.9,11.2,0.196,0.013,0.109,0.375,0.004,0.209
2021,3,Idaho,134318.0,191338.66667,13675.0,0.1018,88969.6,1900923,50.2,49.8,5.9,18.8,9.1,13.0,13.3,11.4,12.0,10.2,6.3,8.7,26.9,33.6,20.2,10.5,3.3,68.1,36.8,8.8,11.0,0.788,0.007,0.133,0.014,0.007,0.051
2021,3,Illinois,1009686.0,1316966.3333,127170.0,0.126,855888.1,12671469,49.4,50.6,5.6,16.5,9.0,13.5,13.3,12.5,13.0,10.0,6.6,9.8,25.1,27.9,22.1,15.0,7.4,69.4,35.0,7.0,12.1,0.59,0.132,0.181,0.057,0.001,0.039
2021,3,Indiana,534755.0,685185.66667,58187.0,0.1088,387122.0,6805985,49.6,50.4,6.0,17.3,9.7,13.0,12.8,12.0,12.8,10.1,6.3,9.4,33.3,28.5,18.5,10.4,4.7,69.0,35.9,7.5,12.2,0.767,0.086,0.077,0.023,0.001,0.045
2021,3,Iowa,324663.0,423756.0,23766.0,0.0732,201147.1,3193079,50.2,49.8,5.9,17.2,10.0,12.2,12.8,11.1,13.0,10.6,7.2,6.7,30.3,32.5,20.7,9.9,3.6,72.3,37.0,4.8,11.1,0.831,0.034,0.067,0.023,0.003,0.041
2021,3,Kansas,286921.0,371643.0,27027.0,0.0942,172782.4,2934582,50.2,49.8,6.1,17.9,9.9,12.8,12.9,11.1,12.6,10.0,6.6,8.1,25.4,31.1,22.0,13.4,4.4,72.6,31.2,9.2,11.7,0.734,0.047,0.129,0.03,0.004,0.056
2021,3,Kentucky,373364.0,474017.66667,51710.0,0.1385,215133.2,4509394,49.4,50.6,5.7,16.8,9.2,12.9,12.7,12.2,13.3,10.6,6.5,12.0,32.7,28.3,15.9,11.1,5.4,62.8,45.4,5.7,16.5,0.83,0.068,0.038,0.015,0.002,0.047
2021,3,Louisiana,319386.0,410040.0,37323.0,0.1169,237839.2,4624047,48.9,51.1,6.1,17.3,9.2,13.2,13.5,11.4,12.8,10.3,6.3,13.3,32.8,27.4,16.8,9.7,7.6,57.1,47.0,7.6,19.6,0.574,0.306,0.055,0.018,0.004,0.044
2021,3,Maine,114429.0,161181.0,16378.0,0.1431,71142.4,1372247,49.1,50.9,4.4,13.7,7.8,12.1,12.2,12.4,15.6,13.4,8.2,5.5,29.6,28.9,22.2,13.8,4.9,70.6,39.8,5.7,11.5,0.9,0.014,0.018,0.011,0.003,0.053
2021,3,Maryland,592450.0,756829.0,115124.0,0.1943,406953.1,6165129,48.7,51.3,5.7,16.4,8.6,13.2,13.5,12.8,13.6,9.8,6.4,8.9,23.8,24.7,22.4,20.2,5.9,73.0,35.4,6.1,10.3,0.481,0.286,0.111,0.068,0.001,0.052
2021,3,Massachusetts,664727.0,838920.33333,177785.0,0.2675,595911.8,6984723,48.8,51.2,5.0,14.5,9.9,14.0,12.9,12.5,13.8,10.5,7.0,8.9,22.8,21.7,25.3,21.3,6.6,73.9,37.3,2.5,10.4,0.677,0.061,0.129,0.069,0.001,0.063
2021,3,Michigan,677933.0,893496.66667,117137.0,0.1728,530380.9,10050811,49.5,50.5,5.4,16.0,9.2,13.1,12.1,12.2,13.9,11.1,7.0,8.0,28.7,31.6,19.2,12.5,6.9,70.5,40.4,5.0,13.1,0.731,0.131,0.056,0.032,0.003,0.048
2021,3,Minnesota,311025.0,432396.0,55005.0,0.1769,377947.0,5707390,50.1,49.9,5.8,17.1,8.8,13.0,13.5,11.7,13.3,10.2,6.6,5.9,23.3,31.9,25.5,13.4,4.9,75.9,34.3,4.5,9.3,0.769,0.067,0.058,0.05,0.006,0.049
2021,3,Mississippi,314213.0,392500.66667,34799.0,0.1107,115675.1,2949965,48.7,51.3,5.9,17.6,9.8,12.1,13.0,12.0,12.8,10.5,6.4,13.5,29.8,31.9,15.4,9.3,6.4,59.7,40.2,11.9,19.4,0.559,0.357,0.031,0.008,0.004,0.04
2021,3,Missouri,469889.0,614560.33333,44731.0,0.0952,331580.9,6168187,49.4,50.6,5.7,16.7,9.0,13.0,12.9,11.6,13.4,10.6,7.0,8.4,30.8,29.0,19.5,12.2,4.6,69.8,32.9,9.4,12.7,0.768,0.106,0.046,0.02,0.002,0.057
2021,3,Montana,117967.0,170820.0,10555.0,0.0895,53303.7,1104271,50.8,49.2,5.1,16.2,9.3,12.7,12.7,10.9,13.5,12.4,7.3,5.6,26.8,32.7,22.4,12.4,4.0,66.9,39.8,8.2,11.9,0.838,0.004,0.043,0.007,0.055,0.054
2021,3,Nebraska,182420.0,243879.0,13383.0,0.0734,134939.9,1963692,50.2,49.8,6.3,18.2,9.6,12.9,13.2,11.0,12.4,10.0,6.5,7.8,25.2,32.6,22.2,12.3,2.7,74.8,30.5,7.1,10.8,0.766,0.042,0.12,0.022,0.006,0.044
2021,3,Nevada,188574.0,263520.33333,31606.0,0.1676,182474.1,3143991,50.4,49.6,5.6,16.6,8.1,14.4,13.8,12.6,12.4,10.3,6.2,12.8,27.2,32.3,17.9,9.6,9.7,62.7,36.6,11.6,14.1,0.451,0.086,0.301,0.084,0.006,0.066
2021,3,New Hampshire,150421.0,202541.33333,25224.0,0.1677,89949.3,1388992,49.9,50.1,4.5,14.0,9.0,12.8,12.0,12.8,15.6,12.0,7.3,5.6,26.6,27.6,24.5,15.7,3.6,76.6,32.6,5.1,7.2,0.876,0.012,0.043,0.027,0.004,0.043
2021,3,New Jersey,728473.0,906544.33333,130517.0,0.1792,632463.3,9267130,49.2,50.8,5.6,16.2,8.3,12.8,13.2,13.1,13.9,10.0,6.9,9.0,25.5,22.4,25.7,17.4,8.1,71.2,33.2,7.2,10.2,0.522,0.121,0.216,0.1,0.001,0.04
2021,3,New Mexico,152848.0,217323.0,29526.0,0.1932,100917.6,2115877,49.7,50.3,5.4,16.9,9.1,13.2,12.9,11.1,12.8,11.3,7.2,12.5,25.7,31.7,16.0,14.1,7.8,53.3,50.9,10.0,18.4,0.348,0.016,0.503,0.014,0.081,0.037
2021,3,New York,1321711.0,1662948.6667,265533.0,0.2009,1736222.3,19835913,48.9,51.1,5.5,15.2,8.8,14.1,12.9,12.4,13.6,10.3,7.2,12.0,24.4,23.7,22.2,17.7,8.7,65.9,41.9,5.2,13.9,0.535,0.132,0.196,0.087,0.002,0.048
2021,3,North Carolina,806187.0,1021620.0,102390.0,0.127,600217.3,10551162,48.8,51.2,5.5,16.3,9.5,13.0,12.8,12.8,13.0,10.5,6.5,10.3,24.9,29.9,21.7,13.2,5.8,66.9,35.8,10.4,13.4,0.611,0.197,0.101,0.031,0.009,0.05
2021,3,North Dakota,69338.0,95231.0,4918.0,0.0709,56419.2,774948,51.6,48.4,6.6,17.0,11.0,14.2,13.0,10.2,12.0,9.5,6.5,6.4,26.3,35.6,22.4,9.4,2.9,77.3,28.4,7.9,11.1,0.827,0.029,0.039,0.014,0.043,0.044
2021,3,Ohio,818940.0,1057172.0,99478.0,0.1215,690478.9,11780017,49.3,50.7,5.7,16.4,9.0,13.1,12.4,12.1,13.5,10.9,7.0,8.3,32.8,28.2,18.9,11.8,5.4,67.6,38.6,6.5,13.4,0.767,0.115,0.043,0.024,0.001,0.049
2021,3,Oklahoma,361019.0,462877.33333,42923.0,0.1189,194132.8,3986639,49.8,50.2,6.1,18.0,9.8,13.3,13.3,11.3,12.3,9.8,6.4,11.3,30.7,30.0,18.3,9.6,5.9,62.2,37.3,13.8,15.6,0.629,0.065,0.119,0.023,0.069,0.093
2021,3,Oregon,268125.0,390745.66667,51836.0,0.1933,250325.8,4246155,50.0,50.0,5.0,15.3,8.4,14.0,14.0,12.3,12.4,11.6,7.0,8.1,21.9,33.6,22.4,13.9,6.4,67.0,41.3,6.1,12.2,0.721,0.018,0.14,0.045,0.007,0.065
2021,3,Pennsylvania,993021.0,1269855.6667,139694.0,0.1407,765508.8,12964056,49.4,50.6,5.2,15.4,8.7,13.1,12.4,12.1,14.0,11.3,7.7,8.1,33.3,24.1,20.6,13.9,6.4,71.7,38.2,5.5,12.1,0.739,0.097,0.084,0.037,0.001,0.043
2021,3,Rhode Island,69024.0,88298.333333,13859.0,0.2008,60803.0,1095610,49.0,51.0,4.8,14.2,10.4,13.4,12.5,12.2,14.2,10.9,7.4,10.9,27.7,24.9,20.9,15.6,7.7,69.2,40.1,4.3,11.4,0.689,0.043,0.174,0.03,0.002,0.06
2021,3,South Carolina,519051.0,644172.66667,54901.0,0.1058,245752.1,5190705,48.6,51.4,5.3,16.2,9.2,12.7,12.5,12.0,13.4,11.7,6.9,10.4,28.5,29.5,19.6,11.9,5.6,65.4,38.9,10.0,14.6,0.628,0.247,0.063,0.016,0.002,0.043
2021,3,South Dakota,87200.0,122319.66667,6478.0,0.0743,55515.9,895376,50.5,49.5,6.5,18.2,9.4,12.3,12.6,10.6,12.8,10.9,6.7,6.9,29.3,32.1,21.6,10.1,2.8,72.5,31.0,9.5,12.3,0.802,0.02,0.04,0.015,0.076,0.045
2021,3,Tennessee,528018.0,670463.33333,48259.0,0.0914,400243.6,6975218,48.9,51.1,5.7,16.3,8.9,13.5,12.9,12.5,13.1,10.5,6.5,10.3,31.2,28.1,19.2,11.3,5.3,66.7,36.5,10.0,13.6,0.723,0.151,0.06,0.017,0.001,0.048
2021,3,Texas,1498179.0,1979541.6667,269523.0,0.1799,1879101.3,29527941,49.9,50.1,6.4,18.8,9.6,14.4,14.0,12.3,11.3,8.2,5.0,14.6,24.6,27.7,21.2,11.9,6.2,61.4,29.7,18.0,14.2,0.393,0.114,0.404,0.052,0.002,0.035
2021,3,Utah,151576.0,205177.33333,17567.0,0.1159,210446.9,3337975,50.8,49.2,7.0,21.3,11.4,14.6,14.0,10.7,9.3,7.2,4.4,6.8,22.1,34.2,24.1,12.7,3.5,77.8,22.3,9.0,8.6,0.76,0.01,0.147,0.025,0.006,0.044
2021,3,Vermont,82681.0,111948.0,14105.0,0.1706,33721.9,645570,49.6,50.4,4.2,13.9,10.2,11.8,12.1,12.1,15.0,12.8,7.9,5.5,26.2,23.9,26.0,18.4,4.2,70.0,41.6,3.7,10.3,0.906,0.011,0.02,0.018,0.004,0.044
2021,3,Virginia,752861.0,961277.0,97413.0,0.1294,565470.6,8642274,49.5,50.5,5.6,16.2,9.5,13.4,13.6,12.5,13.0,9.9,6.4,8.6,23.9,25.7,23.5,18.3,4.8,73.9,32.7,6.8,10.2,0.595,0.177,0.102,0.068,0.002,0.056
2021,3,Washington,518150.0,741040.0,77543.0,0.1497,630051.5,7738692,50.4,49.6,5.6,16.1,8.6,15.1,14.2,12.0,12.4,10.1,6.1,7.7,21.6,31.7,23.8,15.1,5.9,70.5,36.5,6.4,9.9,0.646,0.037,0.136,0.094,0.007,0.073
2021,3,West Virginia,171536.0,224635.66667,23676.0,0.138,75765.1,1782959,49.8,50.2,5.0,15.3,8.8,11.3,12.5,12.5,14.0,12.7,8.0,11.2,39.1,25.6,14.2,9.9,6.2,62.7,48.8,6.1,16.8,0.906,0.025,0.017,0.008,0.004,0.043
2021,3,Wisconsin,390945.0,546908.33333,45531.0,0.1165,334514.0,5895908,50.1,49.9,5.3,16.3,9.2,12.5,12.7,11.9,14.1,11.0,6.9,6.7,30.0,30.8,21.5,11.0,3.5,73.5,35.1,5.4,10.8,0.793,0.058,0.075,0.03,0.005,0.039
2021,3,Wyoming,70538.0,102159.0,6127.0,0.0869,37131.8,578803,51.1,48.9,5.2,17.5,9.0,12.2,13.8,11.3,13.0,11.5,6.5,6.4,27.3,37.1,18.5,10.7,3.7,71.8,30.1,12.2,11.4,0.813,0.009,0.106,0.007,0.017,0.048
2021,4,Alabama,351201.0,451456.0,35065.0,0.0998,233726.6,5039877,48.5,51.5,5.8,16.5,9.3,12.6,12.7,12.3,13.4,10.7,6.9,12.1,31.3,29.2,16.6,10.9,5.3,66.4,37.3,9.9,16.1,0.644,0.255,0.047,0.013,0.004,0.037
2021,4,Alaska,59936.0,94822.333333,11305.0,0.1886,51454.1,732673,52.3,47.7,6.3,18.2,9.2,15.3,14.1,11.3,12.2,9.2,4.2,6.7,27.9,32.6,20.9,11.9,7.0,64.2,37.6,11.4,10.5,0.579,0.026,0.067,0.07,0.138,0.105
2021,4,Arizona,502982.0,666054.33333,85835.0,0.1707,395035.9,7276316,49.9,50.1,5.5,16.7,9.4,13.8,12.6,11.7,12.1,10.8,7.6,11.0,23.5,33.1,19.8,12.6,5.8,63.2,39.0,10.7,12.8,0.521,0.041,0.324,0.033,0.033,0.047
2021,4,Arkansas,295881.0,383312.0,31750.0,0.1073,137463.6,3025891,49.4,50.6,5.9,17.3,9.4,12.7,12.7,11.8,12.8,10.4,7.0,11.3,34.1,29.3,15.9,9.4,5.5,59.0,44.4,9.2,16.3,0.683,0.144,0.083,0.014,0.004,0.068
2021,4,California,2090761.0,2897828.0,585595.0,0.2801,3154188.6,39237836,50.0,50.0,5.6,16.7,9.1,14.9,13.8,12.6,12.2,9.1,6.1,15.6,20.7,27.5,22.1,14.0,8.3,63.7,39.3,7.0,12.3,0.342,0.051,0.403,0.151,0.002,0.047
2021,4,Colorado,317385.0,444390.33333,49338.0,0.1555,406451.9,5812069,50.6,49.4,5.3,16.1,9.0,15.5,14.6,12.2,12.1,9.6,5.5,7.6,20.1,27.9,27.4,17.0,5.3,70.1,33.3,8.0,9.7,0.653,0.036,0.222,0.031,0.003,0.053
2021,4,Connecticut,238319.0,295872.33333,43355.0,0.1819,269838.7,3605597,49.0,51.0,4.9,15.2,9.5,12.5,12.5,12.8,14.4,10.5,7.5,8.9,25.5,23.5,23.2,18.9,6.7,69.2,37.7,5.2,10.1,0.628,0.097,0.178,0.047,0.001,0.049
2021,4,Delaware,127550.0,155723.33333,23684.0,0.1857,74657.1,1003384,48.4,51.6,5.3,15.5,8.3,12.8,12.2,11.5,14.3,12.5,7.6,8.6,28.3,27.4,20.6,15.0,5.6,71.2,40.1,5.7,11.6,0.595,0.203,0.102,0.041,0.004,0.057
2021,4,District of Columbia,39964.0,55073.0,9236.0,0.2311,143141.4,670050,47.6,52.4,6.1,12.7,9.8,21.8,16.6,10.5,9.9,7.5,5.2,7.2,14.8,14.9,25.2,37.8,8.2,71.9,34.5,3.7,16.5,0.359,0.431,0.115,0.038,0.004,0.055
2021,4,Florida,1670025.0,2060120.0,229395.0,0.1374,1170526.3,21781128,49.2,50.8,5.0,14.7,7.9,12.6,12.5,12.5,13.7,11.9,9.2,10.2,27.7,29.0,20.6,12.6,5.6,63.1,37.4,12.1,13.1,0.512,0.144,0.27,0.028,0.001,0.046
2021,4,Georgia,636101.0,822735.0,76719.0,0.1206,643013.8,10799566,48.8,51.2,5.8,17.6,9.7,13.6,13.4,13.0,12.4,9.2,5.5,11.0,26.7,27.7,20.9,13.7,5.5,66.1,32.4,12.6,14.0,0.503,0.303,0.1,0.043,0.002,0.048
2021,4,Hawaii,76766.0,109004.0,19095.0,0.2487,84408.5,1441553,50.3,49.7,5.6,15.5,8.0,13.7,13.2,11.7,12.6,11.3,8.3,7.1,26.3,31.3,22.2,13.1,7.7,74.5,39.8,3.9,11.2,0.196,0.013,0.109,0.375,0.004,0.209
2021,4,Idaho,133973.0,191735.33333,14827.0,0.1107,88969.6,1900923,50.2,49.8,5.9,18.8,9.1,13.0,13.3,11.4,12.0,10.2,6.3,8.7,26.9,33.6,20.2,10.5,3.3,68.1,36.8,8.8,11.0,0.788,0.007,0.133,0.014,0.007,0.051
2021,4,Illinois,997808.0,1301240.3333,128090.0,0.1284,855888.1,12671469,49.4,50.6,5.6,16.5,9.0,13.5,13.3,12.5,13.0,10.0,6.6,9.8,25.1,27.9,22.1,15.0,7.4,69.4,35.0,7.0,12.1,0.59,0.132,0.181,0.057,0.001,0.039
2021,4,Indiana,531235.0,685441.33333,58526.0,0.1102,387122.0,6805985,49.6,50.4,6.0,17.3,9.7,13.0,12.8,12.0,12.8,10.1,6.3,9.4,33.3,28.5,18.5,10.4,4.7,69.0,35.9,7.5,12.2,0.767,0.086,0.077,0.023,0.001,0.045
2021,4,Iowa,325914.0,424776.66667,24681.0,0.0757,201147.1,3193079,50.2,49.8,5.9,17.2,10.0,12.2,12.8,11.1,13.0,10.6,7.2,6.7,30.3,32.5,20.7,9.9,3.6,72.3,37.0,4.8,11.1,0.831,0.034,0.067,0.023,0.003,0.041
2021,4,Kansas,287218.0,372497.66667,26315.0,0.0916,172782.4,2934582,50.2,49.8,6.1,17.9,9.9,12.8,12.9,11.1,12.6,10.0,6.6,8.1,25.4,31.1,22.0,13.4,4.4,72.6,31.2,9.2,11.7,0.734,0.047,0.129,0.03,0.004,0.056
2021,4,Kentucky,367200.0,471188.66667,48128.0,0.1311,215133.2,4509394,49.4,50.6,5.7,16.8,9.2,12.9,12.7,12.2,13.3,10.6,6.5,12.0,32.7,28.3,15.9,11.1,5.4,62.8,45.4,5.7,16.5,0.83,0.068,0.038,0.015,0.002,0.047
2021,4,Louisiana,318560.0,409616.33333,29050.0,0.0912,237839.2,4624047,48.9,51.1,6.1,17.3,9.2,13.2,13.5,11.4,12.8,10.3,6.3,13.3,32.8,27.4,16.8,9.7,7.6,57.1,47.0,7.6,19.6,0.574,0.306,0.055,0.018,0.004,0.044
2021,4,Maine,113301.0,159897.0,16832.0,0.1486,71142.4,1372247,49.1,50.9,4.4,13.7,7.8,12.1,12.2,12.4,15.6,13.4,8.2,5.5,29.6,28.9,22.2,13.8,4.9,70.6,39.8,5.7,11.5,0.9,0.014,0.018,0.011,0.003,0.053
2021,4,Maryland,596854.0,760069.33333,114883.0,0.1925,406953.1,6165129,48.7,51.3,5.7,16.4,8.6,13.2,13.5,12.8,13.6,9.8,6.4,8.9,23.8,24.7,22.4,20.2,5.9,73.0,35.4,6.1,10.3,0.481,0.286,0.111,0.068,0.001,0.052
2021,4,Massachusetts,672353.0,841480.33333,173883.0,0.2586,595911.8,6984723,48.8,51.2,5.0,14.5,9.9,14.0,12.9,12.5,13.8,10.5,7.0,8.9,22.8,21.7,25.3,21.3,6.6,73.9,37.3,2.5,10.4,0.677,0.061,0.129,0.069,0.001,0.063
2021,4,Michigan,676548.0,892671.0,126647.0,0.1872,530380.9,10050811,49.5,50.5,5.4,16.0,9.2,13.1,12.1,12.2,13.9,11.1,7.0,8.0,28.7,31.6,19.2,12.5,6.9,70.5,40.4,5.0,13.1,0.731,0.131,0.056,0.032,0.003,0.048
2021,4,Minnesota,310933.0,432737.33333,56371.0,0.1813,377947.0,5707390,50.1,49.9,5.8,17.1,8.8,13.0,13.5,11.7,13.3,10.2,6.6,5.9,23.3,31.9,25.5,13.4,4.9,75.9,34.3,4.5,9.3,0.769,0.067,0.058,0.05,0.006,0.049
2021,4,Mississippi,310166.0,390567.0,26917.0,0.0868,115675.1,2949965,48.7,51.3,5.9,17.6,9.8,12.1,13.0,12.0,12.8,10.5,6.4,13.5,29.8,31.9,15.4,9.3,6.4,59.7,40.2,11.9,19.4,0.559,0.357,0.031,0.008,0.004,0.04
2021,4,Missouri,466906.0,613828.33333,42827.0,0.0917,331580.9,6168187,49.4,50.6,5.7,16.7,9.0,13.0,12.9,11.6,13.4,10.6,7.0,8.4,30.8,29.0,19.5,12.2,4.6,69.8,32.9,9.4,12.7,0.768,0.106,0.046,0.02,0.002,0.057
2021,4,Montana,117772.0,171509.33333,11544.0,0.098,53303.7,1104271,50.8,49.2,5.1,16.2,9.3,12.7,12.7,10.9,13.5,12.4,7.3,5.6,26.8,32.7,22.4,12.4,4.0,66.9,39.8,8.2,11.9,0.838,0.004,0.043,0.007,0.055,0.054
2021,4,Nebraska,182652.0,244303.0,14573.0,0.0798,134939.9,1963692,50.2,49.8,6.3,18.2,9.6,12.9,13.2,11.0,12.4,10.0,6.5,7.8,25.2,32.6,22.2,12.3,2.7,74.8,30.5,7.1,10.8,0.766,0.042,0.12,0.022,0.006,0.044
2021,4,Nevada,186541.0,263751.0,29943.0,0.1605,182474.1,3143991,50.4,49.6,5.6,16.6,8.1,14.4,13.8,12.6,12.4,10.3,6.2,12.8,27.2,32.3,17.9,9.6,9.7,62.7,36.6,11.6,14.1,0.451,0.086,0.301,0.084,0.006,0.066
2021,4,New Hampshire,151863.0,202958.33333,27089.0,0.1784,89949.3,1388992,49.9,50.1,4.5,14.0,9.0,12.8,12.0,12.8,15.6,12.0,7.3,5.6,26.6,27.6,24.5,15.7,3.6,76.6,32.6,5.1,7.2,0.876,0.012,0.043,0.027,0.004,0.043
2021,4,New Jersey,737428.0,908925.0,137016.0,0.1858,632463.3,9267130,49.2,50.8,5.6,16.2,8.3,12.8,13.2,13.1,13.9,10.0,6.9,9.0,25.5,22.4,25.7,17.4,8.1,71.2,33.2,7.2,10.2,0.522,0.121,0.216,0.1,0.001,0.04
2021,4,New Mexico,150512.0,217419.66667,29364.0,0.1951,100917.6,2115877,49.7,50.3,5.4,16.9,9.1,13.2,12.9,11.1,12.8,11.3,7.2,12.5,25.7,31.7,16.0,14.1,7.8,53.3,50.9,10.0,18.4,0.348,0.016,0.503,0.014,0.081,0.037
2021,4,New York,1336265.0,1663551.3333,277439.0,0.2076,1736222.3,19835913,48.9,51.1,5.5,15.2,8.8,14.1,12.9,12.4,13.6,10.3,7.2,12.0,24.4,23.7,22.2,17.7,8.7,65.9,41.9,5.2,13.9,0.535,0.132,0.196,0.087,0.002,0.048
2021,4,North Carolina,796702.0,1019566.6667,96345.0,0.1209,600217.3,10551162,48.8,51.2,5.5,16.3,9.5,13.0,12.8,12.8,13.0,10.5,6.5,10.3,24.9,29.9,21.7,13.2,5.8,66.9,35.8,10.4,13.4,0.611,0.197,0.101,0.031,0.009,0.05
2021,4,North Dakota,69685.0,95571.0,4735.0,0.0679,56419.2,774948,51.6,48.4,6.6,17.0,11.0,14.2,13.0,10.2,12.0,9.5,6.5,6.4,26.3,35.6,22.4,9.4,2.9,77.3,28.4,7.9,11.1,0.827,0.029,0.039,0.014,0.043,0.044
2021,4,Ohio,814327.0,1058121.3333,108186.0,0.1329,690478.9,11780017,49.3,50.7,5.7,16.4,9.0,13.1,12.4,12.1,13.5,10.9,7.0,8.3,32.8,28.2,18.9,11.8,5.4,67.6,38.6,6.5,13.4,0.767,0.115,0.043,0.024,0.001,0.049
2021,4,Oklahoma,356224.0,462044.33333,39785.0,0.1117,194132.8,3986639,49.8,50.2,6.1,18.0,9.8,13.3,13.3,11.3,12.3,9.8,6.4,11.3,30.7,30.0,18.3,9.6,5.9,62.2,37.3,13.8,15.6,0.629,0.065,0.119,0.023,0.069,0.093
2021,4,Oregon,266443.0,391717.33333,51478.0,0.1932,250325.8,4246155,50.0,50.0,5.0,15.3,8.4,14.0,14.0,12.3,12.4,11.6,7.0,8.1,21.9,33.6,22.4,13.9,6.4,67.0,41.3,6.1,12.2,0.721,0.018,0.14,0.045,0.007,0.065
2021,4,Pennsylvania,1002000.0,1274876.3333,148807.0,0.1485,765508.8,12964056,49.4,50.6,5.2,15.4,8.7,13.1,12.4,12.1,14.0,11.3,7.7,8.1,33.3,24.1,20.6,13.9,6.4,71.7,38.2,5.5,12.1,0.739,0.097,0.084,0.037,0.001,0.043
