Year,Quarter,Geography,Total Telehealth Eligible Users,Total Medicare Part B Enrollment,Total Telehealth Users,Pct_Telehealth,Real_GDP,Total_Population,Total_Male_Population%,Total_Female_Population%,Population_Under5%,Population5_17%,Population18_24%,Population25_34%,Population35_44%,Population45_54%,Population55_64%,Population65_74%,Population_Over75%,Less_Than_High_School_Diploma%,High_School_Graduate%,Some_College_or_Associate Degree%,Bachelor_Degree%,Graduate_Or_Professional_Degree%,UnemploymentRate%,Private_Health_Insurance%,Public_Health_Insurance_Coverage%,No_Health_Insurance_Coverage%,Povery_Rate%,White,Black,Hispanic,Asian,American Indian or Alaska Native,Multiple Races
2020,1,Nevada,192477.0,271054.33333,13401.0,0.0696,166077.0,3080156,50.2,49.8,6.0,16.4,8.2,14.6,13.3,12.9,12.4,9.9,6.2,13.1,27.8,33.4,16.7,9.0,5.1,65.0,33.8,11.4,12.5,0.478,0.092,0.293,0.085,0.009,0.037
2020,1,New Hampshire,145765.0,206612.0,13483.0,0.0925,83152.6,1359711,49.5,50.5,4.7,14.1,9.1,12.6,11.7,13.4,15.8,11.2,7.4,6.7,28.1,27.6,22.9,14.7,3.0,75.6,32.1,6.3,7.3,0.898,0.013,0.039,0.026,0.004,0.021
2020,1,New Jersey,737395.0,938484.0,66961.0,0.0908,597221.4,8882190,48.9,51.1,5.8,16.1,8.5,12.9,12.9,13.5,13.8,9.4,7.2,9.7,26.9,22.2,25.1,16.1,4.7,71.7,31.7,7.9,9.2,0.545,0.124,0.21,0.096,0.001,0.024
2020,1,New Mexico,158075.0,226247.66667,10287.0,0.0651,97622.4,2096829,49.4,50.6,5.6,17.0,9.4,13.3,12.5,11.2,13.0,10.7,7.3,14.1,26.4,31.8,15.5,12.2,5.5,53.7,50.1,10.0,18.2,0.367,0.017,0.495,0.016,0.087,0.018
2020,1,New York,1326481.0,1724171.6667,130056.0,0.098,1656784.8,19453561,48.6,51.4,5.8,14.9,9.1,14.7,12.5,12.7,13.4,9.6,7.4,12.4,25.8,24.0,21.2,16.6,4.4,67.5,39.6,5.2,13.0,0.552,0.14,0.193,0.086,0.002,0.027
2020,1,North Carolina,846324.0,1086597.3333,46543.0,0.055,564504.4,10488084,48.6,51.4,5.7,16.2,9.6,13.4,12.5,13.0,13.0,10.0,6.7,11.4,25.6,30.7,20.5,11.8,4.6,66.6,34.9,11.3,13.6,0.627,0.209,0.097,0.029,0.011,0.026
2020,1,North Dakota,65258.0,95967.666667,2772.0,0.0425,55850.6,762062,51.0,49.0,6.6,16.6,10.6,15.4,12.6,10.0,12.3,8.8,6.9,6.5,26.7,36.4,21.5,8.9,2.6,79.1,27.2,6.9,10.6,0.841,0.024,0.04,0.014,0.052,0.026
2020,1,Ohio,825468.0,1108072.6667,58565.0,0.0709,655243.3,11689100,49.0,51.0,5.9,16.2,9.1,13.2,12.0,12.4,13.7,10.2,7.3,9.2,32.6,28.9,18.2,11.1,4.6,68.9,37.2,6.6,13.1,0.786,0.122,0.04,0.023,0.001,0.028
2020,1,Oklahoma,378948.0,497020.0,18372.0,0.0485,191560.9,3956971,49.6,50.4,6.3,17.7,9.7,13.6,12.7,11.4,12.5,9.3,6.7,11.6,31.5,30.7,17.1,9.1,4.4,63.9,34.5,14.3,15.2,0.65,0.069,0.111,0.021,0.077,0.071
2020,1,Oregon,265365.0,394823.33333,19204.0,0.0724,237424.2,4217737,49.5,50.5,5.3,15.2,8.7,14.1,13.7,12.1,12.7,11.1,7.1,8.6,23.0,33.8,21.0,13.5,5.0,68.0,38.5,7.2,11.4,0.75,0.018,0.134,0.047,0.009,0.04
2020,1,Pennsylvania,991356.0,1306624.3333,72519.0,0.0732,736381.3,12801989,49.0,51.0,5.4,15.1,8.9,13.3,11.9,12.5,14.1,10.6,8.1,9.0,34.4,24.3,19.5,12.8,4.5,71.9,37.6,5.8,12.0,0.76,0.104,0.078,0.035,0.001,0.023
2020,1,Rhode Island,71760.0,93526.666667,8689.0,0.1211,58231.7,1059361,48.8,51.2,5.2,14.0,10.3,14.0,11.7,12.8,14.3,10.1,7.5,10.7,28.4,26.0,20.9,13.9,4.2,73.3,36.2,4.1,10.8,0.705,0.059,0.166,0.033,0.002,0.033
2020,1,South Carolina,530612.0,670788.0,21193.0,0.0399,233650.1,5148714,48.3,51.7,5.6,16.0,9.2,13.0,12.2,12.3,13.5,11.1,7.1,11.7,28.5,30.2,18.4,11.2,4.7,66.3,37.1,10.8,13.8,0.637,0.262,0.057,0.017,0.003,0.022
2020,1,South Dakota,82680.0,123277.33333,3364.0,0.0407,52770.7,884659,50.8,49.2,6.7,17.7,9.2,12.9,12.0,10.9,13.2,10.2,7.2,7.9,30.0,32.4,20.6,9.1,3.0,71.8,30.7,10.2,11.9,0.819,0.022,0.037,0.013,0.084,0.024
2020,1,Tennessee,538379.0,699788.0,19885.0,0.0369,367863.6,6829174,48.7,51.3,6.0,16.2,9.1,13.7,12.4,12.8,13.2,10.0,6.7,12.0,31.5,27.7,18.0,10.7,4.5,66.1,36.2,10.1,13.9,0.736,0.164,0.057,0.018,0.003,0.022
2020,1,Texas,1554488.0,2077253.3333,124154.0,0.0799,1773657.1,28995881,49.6,50.4,6.8,18.7,9.7,14.6,13.7,12.3,11.3,7.8,5.1,15.4,25.2,28.7,20.0,10.8,4.4,61.8,28.3,18.4,13.6,0.411,0.117,0.4,0.05,0.003,0.019
2020,1,Utah,149911.0,209312.0,7858.0,0.0524,194750.2,3205958,50.2,49.8,7.7,21.3,11.4,14.7,13.8,10.3,9.4,6.8,4.6,7.0,23.1,35.1,23.4,11.3,3.2,78.5,20.7,9.7,8.9,0.778,0.01,0.144,0.023,0.01,0.027
2020,1,Vermont,81159.0,116030.33333,8339.0,0.1027,32252.7,623989,49.5,50.5,4.7,13.5,10.4,12.3,11.3,12.5,15.2,12.1,8.0,6.9,29.0,25.4,22.7,16.0,3.4,68.8,42.0,4.5,10.2,0.928,0.011,0.018,0.016,0.007,0.02
2020,1,Virginia,770731.0,1004268.3333,42490.0,0.0551,534532.3,8535519,49.2,50.8,5.9,15.9,9.4,13.8,13.2,12.8,13.1,9.5,6.4,10.0,23.6,26.8,22.4,17.2,4.0,74.6,30.7,7.9,9.9,0.613,0.189,0.096,0.067,0.002,0.033
2020,1,Washington,508997.0,756953.0,31906.0,0.0627,589156.8,7614893,50.0,50.0,6.0,15.9,8.7,15.3,13.6,12.2,12.6,9.7,6.2,8.3,22.1,32.6,22.8,14.2,4.6,71.1,35.2,6.6,9.8,0.675,0.038,0.13,0.089,0.011,0.05
2020,1,West Virginia,182199.0,246999.33333,10011.0,0.0549,74553.8,1792147,49.4,50.6,5.1,14.9,8.5,11.8,12.3,12.6,14.3,12.1,8.4,12.9,40.2,25.8,12.6,8.4,6.0,62.6,47.5,6.7,16.0,0.925,0.032,0.014,0.008,0.002,0.018
2020,1,Wisconsin,382009.0,565673.0,20158.0,0.0528,322470.6,5822434,49.7,50.3,5.6,16.1,9.3,12.7,12.3,12.4,14.2,10.3,7.2,7.2,30.5,30.9,20.7,10.7,3.2,74.3,33.2,5.7,10.4,0.811,0.062,0.071,0.03,0.007,0.02
2020,1,Wyoming,64460.0,97759.333333,3564.0,0.0553,36198.2,578759,51.1,48.9,5.7,17.5,9.5,13.2,12.7,11.0,13.3,10.5,6.6,5.5,30.1,35.3,18.8,10.4,3.6,71.6,29.2,12.3,10.1,0.838,0.01,0.101,0.006,0.022,0.021
2020,2,Alabama,365022.0,504813.0,138618.0,0.3798,222288.8,4903185,48.3,51.7,5.8,16.3,9.3,13.0,12.4,12.4,13.3,10.3,7.1,12.9,30.9,29.8,16.3,10.0,4.9,66.9,37.3,9.7,15.5,0.654,0.265,0.044,0.014,0.004,0.019
2020,2,Alaska,50537.0,89378.333333,23075.0,0.4566,50332.8,731545,52.0,48.0,7.0,17.6,9.3,16.1,12.7,12.0,13.0,8.4,4.0,6.4,28.7,34.6,18.5,11.7,5.8,64.8,35.2,12.2,10.1,0.6,0.022,0.07,0.06,0.151,0.083
2020,2,Arizona,467496.0,681515.0,209608.0,0.4484,365027.7,7278717,49.7,50.3,5.9,16.7,9.5,13.8,12.3,11.7,12.1,10.3,7.6,12.4,23.7,33.7,18.8,11.3,5.1,62.7,38.4,11.3,13.5,0.542,0.043,0.318,0.033,0.039,0.024
2020,2,Arkansas,286327.0,407661.33333,103896.0,0.3629,128340.9,3017804,48.9,51.1,6.1,17.1,9.4,12.8,12.5,12.0,12.8,10.1,7.3,12.5,34.9,29.3,15.1,8.3,4.8,59.3,44.0,9.1,16.2,0.721,0.152,0.078,0.016,0.006,0.024
2020,2,California,1896962.0,2925647.6667,1048038.0,0.5525,2933320.2,39512223,49.7,50.3,6.0,16.5,9.3,15.3,13.4,12.6,12.1,8.6,6.2,16.0,20.6,28.4,21.9,13.1,5.1,63.9,37.8,7.7,11.8,0.364,0.053,0.395,0.147,0.004,0.033
2020,2,Colorado,282881.0,445784.0,126513.0,0.4472,380188.8,5758736,50.4,49.6,5.7,16.1,9.2,15.8,14.0,12.2,12.4,9.1,5.6,7.6,21.0,28.7,26.6,16.0,3.7,70.9,31.5,8.0,9.3,0.678,0.038,0.218,0.032,0.005,0.028
2020,2,Connecticut,220385.0,314993.33333,139945.0,0.635,260765.2,3565287,48.9,51.1,5.1,15.3,9.6,12.5,12.0,13.5,14.5,9.9,7.8,9.3,26.8,24.1,22.0,17.8,5.3,69.4,37.1,5.9,10.0,0.657,0.1,0.169,0.046,0.002,0.026
2020,2,Delaware,113936.0,158575.0,70315.0,0.6171,72506.8,973764,48.3,51.7,5.6,15.4,8.5,13.2,11.7,12.2,14.1,11.6,7.9,9.7,30.2,26.9,19.5,13.7,4.6,70.9,39.5,6.6,11.3,0.614,0.218,0.097,0.039,0.003,0.028
2020,2,District of Columbia,36133.0,57817.0,21643.0,0.599,137640.8,705749,47.4,52.6,6.4,11.7,10.3,23.3,15.4,10.6,9.9,7.2,5.2,8.1,15.8,16.4,25.7,34.0,6.3,72.6,34.2,3.5,13.5,0.367,0.45,0.112,0.037,0.003,0.031
2020,2,Florida,1585904.0,2118350.0,683371.0,0.4309,1069758.8,21477737,48.9,51.1,5.3,14.4,8.2,12.9,12.2,12.6,13.5,11.5,9.5,11.6,28.4,29.3,19.3,11.4,4.5,62.5,36.8,13.2,12.7,0.53,0.15,0.266,0.027,0.002,0.024
2020,2,Georgia,620736.0,880905.0,240460.0,0.3874,604745.9,10617423,48.7,51.3,6.0,17.5,9.7,13.7,13.2,13.2,12.2,8.8,5.6,12.1,27.4,28.0,19.9,12.6,4.8,65.8,31.4,13.4,13.3,0.52,0.313,0.098,0.041,0.002,0.025
2020,2,Hawaii,69158.0,109338.33333,30478.0,0.4407,79840.1,1415872,50.0,50.0,6.0,15.2,8.4,13.8,13.1,11.9,12.6,10.8,8.2,7.6,27.4,31.3,22.1,11.6,3.9,76.1,36.3,4.2,9.3,0.204,0.012,0.103,0.394,0.001,0.184
2020,2,Idaho,123452.0,194311.33333,38220.0,0.3096,82717.4,1787065,50.3,49.7,6.5,18.7,9.3,13.1,12.6,11.3,12.3,9.7,6.4,8.5,26.1,36.6,18.8,9.9,3.3,70.0,32.5,10.8,11.2,0.816,0.007,0.129,0.012,0.009,0.026
2020,2,Illinois,925753.0,1381709.3333,431438.0,0.466,810200.9,12671821,49.1,50.9,5.9,16.4,9.2,13.8,13.0,12.6,13.1,9.3,6.8,10.2,25.9,28.1,21.7,14.1,4.8,70.1,33.5,7.4,11.5,0.609,0.136,0.176,0.056,0.001,0.022
2020,2,Indiana,507250.0,731214.33333,234347.0,0.462,359787.3,6732219,49.3,50.7,6.2,17.1,9.8,13.2,12.3,12.3,13.0,9.5,6.6,10.4,33.9,28.7,17.3,9.7,4.2,69.5,33.7,8.7,11.9,0.786,0.092,0.072,0.024,0.002,0.023
2020,2,Iowa,291639.0,432605.66667,100594.0,0.3449,186328.2,3155070,49.8,50.2,6.0,16.8,9.8,12.7,12.4,11.4,13.3,9.9,7.7,7.4,31.0,32.3,19.8,9.5,3.7,73.2,36.1,5.0,11.2,0.853,0.039,0.063,0.023,0.003,0.019
2020,2,Kansas,266002.0,384390.0,75584.0,0.2841,168056.8,2913314,49.6,50.4,6.3,17.7,10.1,13.0,12.5,11.2,12.8,9.4,7.0,8.2,26.3,31.5,21.6,12.4,3.8,74.4,29.6,9.2,11.4,0.757,0.055,0.122,0.028,0.006,0.032
2020,2,Kentucky,364211.0,518505.66667,165570.0,0.4546,206049.6,4467673,49.2,50.8,6.1,16.3,9.3,12.9,12.5,12.6,13.4,10.2,6.7,12.8,33.2,28.8,14.9,10.3,4.8,63.7,43.2,6.4,16.3,0.845,0.08,0.037,0.016,0.001,0.02
2020,2,Louisiana,319734.0,450296.33333,137877.0,0.4312,228951.3,4648794,48.8,51.2,6.3,17.0,9.1,13.8,13.1,11.7,13.0,9.6,6.4,14.0,33.9,27.0,16.0,8.9,5.5,57.8,44.3,8.9,19.0,0.588,0.319,0.052,0.017,0.005,0.019
2020,2,Maine,114288.0,181847.33333,58313.0,0.5102,67410.9,1344212,48.8,51.2,4.7,13.7,7.9,12.2,11.4,13.1,15.7,12.6,8.7,6.8,31.4,28.6,20.8,12.4,3.5,69.5,38.6,8.0,10.9,0.932,0.014,0.017,0.011,0.007,0.019
2020,2,Maryland,526905.0,773908.33333,319161.0,0.6057,388782.8,6045680,48.4,51.6,5.9,16.1,8.8,13.6,13.0,13.2,13.6,9.3,6.5,9.6,24.6,24.9,21.8,19.1,4.5,74.0,33.5,6.0,9.0,0.499,0.296,0.106,0.064,0.002,0.032
2020,2,Massachusetts,589160.0,848691.0,432873.0,0.7347,559765.0,6892503,48.5,51.5,5.2,14.5,10.0,14.4,12.3,13.0,13.7,9.8,7.2,8.7,23.9,22.5,24.7,20.3,3.9,74.3,36.1,3.0,9.4,0.705,0.07,0.124,0.067,0.002,0.032
2020,2,Michigan,643925.0,964322.0,330134.0,0.5127,501893.8,9986857,49.2,50.8,5.7,15.8,9.5,13.0,11.8,12.5,14.0,10.4,7.3,8.6,29.1,32.2,18.2,11.9,5.0,71.0,38.8,5.8,13.0,0.749,0.134,0.053,0.032,0.005,0.027
2020,2,Minnesota,284932.0,458766.66667,156854.0,0.5505,357475.6,5639632,49.7,50.3,6.2,16.9,8.7,13.6,13.0,11.9,13.4,9.5,6.9,6.4,24.4,31.9,24.5,12.7,3.2,75.9,32.9,4.9,9.0,0.791,0.064,0.056,0.049,0.009,0.03
2020,2,Mississippi,313174.0,427533.33333,127858.0,0.4083,110322.8,2976149,48.2,51.8,6.0,17.4,10.0,12.4,12.8,12.1,12.9,9.7,6.6,14.7,30.2,32.8,13.7,8.6,6.6,58.7,39.4,13.0,19.6,0.566,0.376,0.03,0.01,0.004,0.014
2020,2,Missouri,450499.0,654517.66667,154461.0,0.3429,315332.6,6137428,49.0,51.0,6.0,16.4,9.1,13.4,12.3,11.9,13.6,9.9,7.3,9.3,31.1,29.3,18.4,11.8,3.8,69.7,32.2,10.0,12.9,0.794,0.112,0.043,0.021,0.004,0.026
2020,2,Montana,105680.0,170258.66667,28725.0,0.2718,49981.4,1068778,50.3,49.7,5.5,15.7,9.4,12.5,12.4,11.0,14.2,11.8,7.6,5.8,28.4,32.2,23.1,10.5,4.1,66.3,40.6,8.3,12.6,0.861,0.006,0.037,0.008,0.061,0.028
2020,2,Nebraska,165167.0,253091.33333,45176.0,0.2735,126734.9,1934408,50.0,50.0,6.7,17.9,9.7,13.3,12.6,11.2,12.5,9.3,6.9,8.0,25.7,33.1,21.8,11.4,3.3,75.2,28.3,8.3,9.9,0.785,0.048,0.113,0.024,0.008,0.021
2020,2,Nevada,175304.0,272034.0,72784.0,0.4152,166077.0,3080156,50.2,49.8,6.0,16.4,8.2,14.6,13.3,12.9,12.4,9.9,6.2,13.1,27.8,33.4,16.7,9.0,5.1,65.0,33.8,11.4,12.5,0.478,0.092,0.293,0.085,0.009,0.037
2020,2,New Hampshire,134319.0,206866.66667,80155.0,0.5968,83152.6,1359711,49.5,50.5,4.7,14.1,9.1,12.6,11.7,13.4,15.8,11.2,7.4,6.7,28.1,27.6,22.9,14.7,3.0,75.6,32.1,6.3,7.3,0.898,0.013,0.039,0.026,0.004,0.021
2020,2,New Jersey,655780.0,934849.66667,383745.0,0.5852,597221.4,8882190,48.9,51.1,5.8,16.1,8.5,12.9,12.9,13.5,13.8,9.4,7.2,9.7,26.9,22.2,25.1,16.1,4.7,71.7,31.7,7.9,9.2,0.545,0.124,0.21,0.096,0.001,0.024
2020,2,New Mexico,138701.0,226204.66667,71388.0,0.5147,97622.4,2096829,49.4,50.6,5.6,17.0,9.4,13.3,12.5,11.2,13.0,10.7,7.3,14.1,26.4,31.8,15.5,12.2,5.5,53.7,50.1,10.0,18.2,0.367,0.017,0.495,0.016,0.087,0.018
2020,2,New York,1212715.0,1714876.0,675651.0,0.5571,1656784.8,19453561,48.6,51.4,5.8,14.9,9.1,14.7,12.5,12.7,13.4,9.6,7.4,12.4,25.8,24.0,21.2,16.6,4.4,67.5,39.6,5.2,13.0,0.552,0.14,0.193,0.086,0.002,0.027
2020,2,North Carolina,775366.0,1085687.6667,315994.0,0.4075,564504.4,10488084,48.6,51.4,5.7,16.2,9.6,13.4,12.5,13.0,13.0,10.0,6.7,11.4,25.6,30.7,20.5,11.8,4.6,66.6,34.9,11.3,13.6,0.627,0.209,0.097,0.029,0.011,0.026
2020,2,North Dakota,62668.0,96277.666667,16682.0,0.2662,55850.6,762062,51.0,49.0,6.6,16.6,10.6,15.4,12.6,10.0,12.3,8.8,6.9,6.5,26.7,36.4,21.5,8.9,2.6,79.1,27.2,6.9,10.6,0.841,0.024,0.04,0.014,0.052,0.026
2020,2,Ohio,773542.0,1104665.3333,367845.0,0.4755,655243.3,11689100,49.0,51.0,5.9,16.2,9.1,13.2,12.0,12.4,13.7,10.2,7.3,9.2,32.6,28.9,18.2,11.1,4.6,68.9,37.2,6.6,13.1,0.786,0.122,0.04,0.023,0.001,0.028
2020,2,Oklahoma,352868.0,496334.33333,131892.0,0.3738,191560.9,3956971,49.6,50.4,6.3,17.7,9.7,13.6,12.7,11.4,12.5,9.3,6.7,11.6,31.5,30.7,17.1,9.1,4.4,63.9,34.5,14.3,15.2,0.65,0.069,0.111,0.021,0.077,0.071
2020,2,Oregon,244197.0,396390.33333,117134.0,0.4797,237424.2,4217737,49.5,50.5,5.3,15.2,8.7,14.1,13.7,12.1,12.7,11.1,7.1,8.6,23.0,33.8,21.0,13.5,5.0,68.0,38.5,7.2,11.4,0.75,0.018,0.134,0.047,0.009,0.04
2020,2,Pennsylvania,905093.0,1306262.6667,471680.0,0.5211,736381.3,12801989,49.0,51.0,5.4,15.1,8.9,13.3,11.9,12.5,14.1,10.6,8.1,9.0,34.4,24.3,19.5,12.8,4.5,71.9,37.6,5.8,12.0,0.76,0.104,0.078,0.035,0.001,0.023
2020,2,Rhode Island,66701.0,93495.0,44860.0,0.6726,58231.7,1059361,48.8,51.2,5.2,14.0,10.3,14.0,11.7,12.8,14.3,10.1,7.5,10.7,28.4,26.0,20.9,13.9,4.2,73.3,36.2,4.1,10.8,0.705,0.059,0.166,0.033,0.002,0.033
2020,2,South Carolina,491887.0,670448.66667,157869.0,0.3209,233650.1,5148714,48.3,51.7,5.6,16.0,9.2,13.0,12.2,12.3,13.5,11.1,7.1,11.7,28.5,30.2,18.4,11.2,4.7,66.3,37.1,10.8,13.8,0.637,0.262,0.057,0.017,0.003,0.022
2020,2,South Dakota,77043.0,123806.0,27020.0,0.3507,52770.7,884659,50.8,49.2,6.7,17.7,9.2,12.9,12.0,10.9,13.2,10.2,7.2,7.9,30.0,32.4,20.6,9.1,3.0,71.8,30.7,10.2,11.9,0.819,0.022,0.037,0.013,0.084,0.024
2020,2,Tennessee,504835.0,699416.0,141193.0,0.2797,367863.6,6829174,48.7,51.3,6.0,16.2,9.1,13.7,12.4,12.8,13.2,10.0,6.7,12.0,31.5,27.7,18.0,10.7,4.5,66.1,36.2,10.1,13.9,0.736,0.164,0.057,0.018,0.003,0.022
2020,2,Texas,1433018.0,2078582.3333,657663.0,0.4589,1773657.1,28995881,49.6,50.4,6.8,18.7,9.7,14.6,13.7,12.3,11.3,7.8,5.1,15.4,25.2,28.7,20.0,10.8,4.4,61.8,28.3,18.4,13.6,0.411,0.117,0.4,0.05,0.003,0.019
2020,2,Utah,140563.0,210070.0,53566.0,0.3811,194750.2,3205958,50.2,49.8,7.7,21.3,11.4,14.7,13.8,10.3,9.4,6.8,4.6,7.0,23.1,35.1,23.4,11.3,3.2,78.5,20.7,9.7,8.9,0.778,0.01,0.144,0.023,0.01,0.027
2020,2,Vermont,75453.0,116120.33333,44180.0,0.5855,32252.7,623989,49.5,50.5,4.7,13.5,10.4,12.3,11.3,12.5,15.2,12.1,8.0,6.9,29.0,25.4,22.7,16.0,3.4,68.8,42.0,4.5,10.2,0.928,0.011,0.018,0.016,0.007,0.02
2020,2,Virginia,696195.0,1004079.3333,311187.0,0.447,534532.3,8535519,49.2,50.8,5.9,15.9,9.4,13.8,13.2,12.8,13.1,9.5,6.4,10.0,23.6,26.8,22.4,17.2,4.0,74.6,30.7,7.9,9.9,0.613,0.189,0.096,0.067,0.002,0.033
2020,2,Washington,460462.0,758758.66667,193694.0,0.4207,589156.8,7614893,50.0,50.0,6.0,15.9,8.7,15.3,13.6,12.2,12.6,9.7,6.2,8.3,22.1,32.6,22.8,14.2,4.6,71.1,35.2,6.6,9.8,0.675,0.038,0.13,0.089,0.011,0.05
2020,2,West Virginia,170043.0,245808.33333,72991.0,0.4293,74553.8,1792147,49.4,50.6,5.1,14.9,8.5,11.8,12.3,12.6,14.3,12.1,8.4,12.9,40.2,25.8,12.6,8.4,6.0,62.6,47.5,6.7,16.0,0.925,0.032,0.014,0.008,0.002,0.018
2020,2,Wisconsin,346547.0,566548.66667,147973.0,0.427,322470.6,5822434,49.7,50.3,5.6,16.1,9.3,12.7,12.3,12.4,14.2,10.3,7.2,7.2,30.5,30.9,20.7,10.7,3.2,74.3,33.2,5.7,10.4,0.811,0.062,0.071,0.03,0.007,0.02
2020,2,Wyoming,60892.0,98522.333333,18014.0,0.2958,36198.2,578759,51.1,48.9,5.7,17.5,9.5,13.2,12.7,11.0,13.3,10.5,6.6,5.5,30.1,35.3,18.8,10.4,3.6,71.6,29.2,12.3,10.1,0.838,0.01,0.101,0.006,0.022,0.021
2020,3,Alabama,385604.0,503181.0,90444.0,0.2346,222288.8,4903185,48.3,51.7,5.8,16.3,9.3,13.0,12.4,12.4,13.3,10.3,7.1,12.9,30.9,29.8,16.3,10.0,4.9,66.9,37.3,9.7,15.5,0.654,0.265,0.044,0.014,0.004,0.019
2020,3,Alaska,55698.0,91091.333333,17530.0,0.3147,50332.8,731545,52.0,48.0,7.0,17.6,9.3,16.1,12.7,12.0,13.0,8.4,4.0,6.4,28.7,34.6,18.5,11.7,5.8,64.8,35.2,12.2,10.1,0.6,0.022,0.07,0.06,0.151,0.083
2020,3,Arizona,495213.0,685409.0,175878.0,0.3552,365027.7,7278717,49.7,50.3,5.9,16.7,9.5,13.8,12.3,11.7,12.1,10.3,7.6,12.4,23.7,33.7,18.8,11.3,5.1,62.7,38.4,11.3,13.5,0.542,0.043,0.318,0.033,0.039,0.024
2020,3,Arkansas,308181.0,408113.66667,65154.0,0.2114,128340.9,3017804,48.9,51.1,6.1,17.1,9.4,12.8,12.5,12.0,12.8,10.1,7.3,12.5,34.9,29.3,15.1,8.3,4.8,59.3,44.0,9.1,16.2,0.721,0.152,0.078,0.016,0.006,0.024
2020,3,California,2057197.0,2949180.0,910014.0,0.4424,2933320.2,39512223,49.7,50.3,6.0,16.5,9.3,15.3,13.4,12.6,12.1,8.6,6.2,16.0,20.6,28.4,21.9,13.1,5.1,63.9,37.8,7.7,11.8,0.364,0.053,0.395,0.147,0.004,0.033
2020,3,Colorado,312526.0,451552.33333,76312.0,0.2442,380188.8,5758736,50.4,49.6,5.7,16.1,9.2,15.8,14.0,12.2,12.4,9.1,5.6,7.6,21.0,28.7,26.6,16.0,3.7,70.9,31.5,8.0,9.3,0.678,0.038,0.218,0.032,0.005,0.028
2020,3,Connecticut,246326.0,314873.66667,79448.0,0.3225,260765.2,3565287,48.9,51.1,5.1,15.3,9.6,12.5,12.0,13.5,14.5,9.9,7.8,9.3,26.8,24.1,22.0,17.8,5.3,69.4,37.1,5.9,10.0,0.657,0.1,0.169,0.046,0.002,0.026
2020,3,Delaware,126924.0,159515.66667,47110.0,0.3712,72506.8,973764,48.3,51.7,5.6,15.4,8.5,13.2,11.7,12.2,14.1,11.6,7.9,9.7,30.2,26.9,19.5,13.7,4.6,70.9,39.5,6.6,11.3,0.614,0.218,0.097,0.039,0.003,0.028
2020,3,District of Columbia,40105.0,57927.333333,15913.0,0.3968,137640.8,705749,47.4,52.6,6.4,11.7,10.3,23.3,15.4,10.6,9.9,7.2,5.2,8.1,15.8,16.4,25.7,34.0,6.3,72.6,34.2,3.5,13.5,0.367,0.45,0.112,0.037,0.003,0.031
2020,3,Florida,1671628.0,2122409.6667,523615.0,0.3132,1069758.8,21477737,48.9,51.1,5.3,14.4,8.2,12.9,12.2,12.6,13.5,11.5,9.5,11.6,28.4,29.3,19.3,11.4,4.5,62.5,36.8,13.2,12.7,0.53,0.15,0.266,0.027,0.002,0.024
2020,3,Georgia,673685.0,883211.66667,158619.0,0.2354,604745.9,10617423,48.7,51.3,6.0,17.5,9.7,13.7,13.2,13.2,12.2,8.8,5.6,12.1,27.4,28.0,19.9,12.6,4.8,65.8,31.4,13.4,13.3,0.52,0.313,0.098,0.041,0.002,0.025
2020,3,Hawaii,76587.0,110603.33333,29473.0,0.3848,79840.1,1415872,50.0,50.0,6.0,15.2,8.4,13.8,13.1,11.9,12.6,10.8,8.2,7.6,27.4,31.3,22.1,11.6,3.9,76.1,36.3,4.2,9.3,0.204,0.012,0.103,0.394,0.001,0.184
2020,3,Idaho,133964.0,195582.66667,25184.0,0.188,82717.4,1787065,50.3,49.7,6.5,18.7,9.3,13.1,12.6,11.3,12.3,9.7,6.4,8.5,26.1,36.6,18.8,9.9,3.3,70.0,32.5,10.8,11.2,0.816,0.007,0.129,0.012,0.009,0.026
2020,3,Illinois,1036889.0,1389420.0,235597.0,0.2272,810200.9,12671821,49.1,50.9,5.9,16.4,9.2,13.8,13.0,12.6,13.1,9.3,6.8,10.2,25.9,28.1,21.7,14.1,4.8,70.1,33.5,7.4,11.5,0.609,0.136,0.176,0.056,0.001,0.022
2020,3,Indiana,561006.0,732697.33333,117972.0,0.2103,359787.3,6732219,49.3,50.7,6.2,17.1,9.8,13.2,12.3,12.3,13.0,9.5,6.6,10.4,33.9,28.7,17.3,9.7,4.2,69.5,33.7,8.7,11.9,0.786,0.092,0.072,0.024,0.002,0.023
2020,3,Iowa,325915.0,435229.0,55199.0,0.1694,186328.2,3155070,49.8,50.2,6.0,16.8,9.8,12.7,12.4,11.4,13.3,9.9,7.7,7.4,31.0,32.3,19.8,9.5,3.7,73.2,36.1,5.0,11.2,0.853,0.039,0.063,0.023,0.003,0.019
2020,3,Kansas,291077.0,387026.66667,44013.0,0.1512,168056.8,2913314,49.6,50.4,6.3,17.7,10.1,13.0,12.5,11.2,12.8,9.4,7.0,8.2,26.3,31.5,21.6,12.4,3.8,74.4,29.6,9.2,11.4,0.757,0.055,0.122,0.028,0.006,0.032
2020,3,Kentucky,397957.0,516691.0,98748.0,0.2481,206049.6,4467673,49.2,50.8,6.1,16.3,9.3,12.9,12.5,12.6,13.4,10.2,6.7,12.8,33.2,28.8,14.9,10.3,4.8,63.7,43.2,6.4,16.3,0.845,0.08,0.037,0.016,0.001,0.02
